population,year,julian,HW,catch,period
Quillayute,2014,77,Hatchery,0,Current
Quillayute,2014,77,Wild,221,Current
Quillayute,2014,84,Hatchery,0,Current
Quillayute,2014,84,Wild,99,Current
Quillayute,2014,105,Hatchery,0,Current
Quillayute,2014,105,Wild,73,Current
Quillayute,2014,112,Hatchery,0,Current
Quillayute,2014,112,Wild,24,Current
Quillayute,2014,119,Hatchery,6,Current
Quillayute,2014,119,Wild,41,Current
Quillayute,2015,-36,Hatchery,280,Current
Quillayute,2015,-36,Wild,13,Current
Quillayute,2015,-29,Hatchery,277,Current
Quillayute,2015,-29,Wild,43,Current
Quillayute,2015,-22,Hatchery,118,Current
Quillayute,2015,-22,Wild,3,Current
Quillayute,2015,-15,Hatchery,292,Current
Quillayute,2015,-15,Wild,23,Current
Quillayute,2015,-8,Hatchery,251,Current
Quillayute,2015,-8,Wild,50,Current
Quillayute,2015,-1,Hatchery,152,Current
Quillayute,2015,-1,Wild,96,Current
Quillayute,2015,6,Hatchery,54,Current
Quillayute,2015,6,Wild,184,Current
Quillayute,2015,13,Hatchery,87,Current
Quillayute,2015,13,Wild,182,Current
Quillayute,2015,20,Hatchery,41,Current
Quillayute,2015,20,Wild,178,Current
Quillayute,2015,27,Hatchery,27,Current
Quillayute,2015,27,Wild,167,Current
Quillayute,2015,34,Hatchery,2,Current
Quillayute,2015,34,Wild,305,Current
Quillayute,2015,41,Hatchery,0,Current
Quillayute,2015,41,Wild,92,Current
Quillayute,2015,48,Hatchery,0,Current
Quillayute,2015,48,Wild,68,Current
Quillayute,2015,55,Hatchery,0,Current
Quillayute,2015,55,Wild,160,Current
Quillayute,2015,62,Hatchery,0,Current
Quillayute,2015,62,Wild,238,Current
Quillayute,2015,69,Hatchery,0,Current
Quillayute,2015,69,Wild,54,Current
Quillayute,2015,76,Hatchery,0,Current
Quillayute,2015,76,Wild,68,Current
Quillayute,2015,83,Hatchery,0,Current
Quillayute,2015,83,Wild,172,Current
Quillayute,2015,104,Hatchery,0,Current
Quillayute,2015,104,Wild,71,Current
Quillayute,2015,111,Hatchery,0,Current
Quillayute,2015,111,Wild,25,Current
Quillayute,2015,118,Hatchery,0,Current
Quillayute,2015,118,Wild,24,Current
Quillayute,2016,-44,Hatchery,36,Current
Quillayute,2016,-44,Wild,5,Current
Quillayute,2016,-37,Hatchery,91,Current
Quillayute,2016,-37,Wild,11,Current
Quillayute,2016,-30,Hatchery,387,Current
Quillayute,2016,-30,Wild,29,Current
Quillayute,2016,-23,Hatchery,163,Current
Quillayute,2016,-23,Wild,41,Current
Quillayute,2016,-16,Hatchery,39,Current
Quillayute,2016,-16,Wild,31,Current
Quillayute,2016,-9,Hatchery,39,Current
Quillayute,2016,-9,Wild,20,Current
Quillayute,2016,-2,Hatchery,6,Current
Quillayute,2016,-2,Wild,6,Current
Quillayute,2016,5,Hatchery,0,Current
Quillayute,2016,5,Wild,43,Current
Quillayute,2016,12,Hatchery,1,Current
Quillayute,2016,12,Wild,22,Current
Quillayute,2016,19,Hatchery,5,Current
Quillayute,2016,19,Wild,85,Current
Quillayute,2016,26,Hatchery,2,Current
Quillayute,2016,26,Wild,75,Current
Quillayute,2016,33,Hatchery,8,Current
Quillayute,2016,33,Wild,131,Current
Quillayute,2016,40,Hatchery,3,Current
Quillayute,2016,40,Wild,60,Current
Quillayute,2016,47,Hatchery,0,Current
Quillayute,2016,47,Wild,83,Current
Quillayute,2016,54,Hatchery,1,Current
Quillayute,2016,54,Wild,114,Current
Quillayute,2016,61,Hatchery,0,Current
Quillayute,2016,61,Wild,143,Current
Quillayute,2016,68,Hatchery,0,Current
Quillayute,2016,68,Wild,106,Current
Quillayute,2016,75,Hatchery,0,Current
Quillayute,2016,75,Wild,108,Current
Quillayute,2016,89,Hatchery,0,Current
Quillayute,2016,89,Wild,8,Current
Quillayute,2016,96,Hatchery,0,Current
Quillayute,2016,96,Wild,16,Current
Quillayute,2016,103,Hatchery,0,Current
Quillayute,2016,103,Wild,17,Current
Quillayute,2016,110,Hatchery,0,Current
Quillayute,2016,110,Wild,2,Current
Hoh,1997,-7,Hatchery,60,Current
Hoh,1997,-7,Wild,0,Current
Hoh,1997,0,Hatchery,237,Current
Hoh,1997,0,Wild,0,Current
Hoh,1997,7,Hatchery,266,Current
Hoh,1997,7,Wild,3,Current
Hoh,1997,14,Hatchery,181,Current
Hoh,1997,14,Wild,11,Current
Hoh,1997,21,Hatchery,188,Current
Hoh,1997,21,Wild,20,Current
Hoh,1997,28,Hatchery,159,Current
Hoh,1997,28,Wild,46,Current
Hoh,1997,35,Hatchery,123,Current
Hoh,1997,35,Wild,26,Current
Hoh,1997,42,Hatchery,58,Current
Hoh,1997,42,Wild,50,Current
Hoh,1997,49,Hatchery,26,Current
Hoh,1997,49,Wild,49,Current
Hoh,1997,56,Hatchery,5,Current
Hoh,1997,56,Wild,18,Current
Hoh,1997,63,Hatchery,2,Current
Hoh,1997,63,Wild,33,Current
Hoh,1998,-29,Hatchery,173,Current
Hoh,1998,-29,Wild,1,Current
Hoh,1998,-22,Hatchery,220,Current
Hoh,1998,-22,Wild,8,Current
Hoh,1998,-15,Hatchery,466,Current
Hoh,1998,-15,Wild,13,Current
Hoh,1998,-8,Hatchery,370,Current
Hoh,1998,-8,Wild,13,Current
Hoh,1998,-1,Hatchery,379,Current
Hoh,1998,-1,Wild,22,Current
Hoh,1998,6,Hatchery,453,Current
Hoh,1998,6,Wild,11,Current
Hoh,1998,13,Hatchery,455,Current
Hoh,1998,13,Wild,5,Current
Hoh,1998,20,Hatchery,163,Current
Hoh,1998,20,Wild,15,Current
Hoh,1998,27,Hatchery,161,Current
Hoh,1998,27,Wild,25,Current
Hoh,1998,34,Hatchery,73,Current
Hoh,1998,34,Wild,44,Current
Hoh,1998,41,Hatchery,27,Current
Hoh,1998,41,Wild,51,Current
Hoh,1998,48,Hatchery,56,Current
Hoh,1998,48,Wild,62,Current
Hoh,1998,55,Hatchery,17,Current
Hoh,1998,55,Wild,17,Current
Hoh,1998,62,Hatchery,14,Current
Hoh,1998,62,Wild,35,Current
Hoh,1998,69,Hatchery,10,Current
Hoh,1998,69,Wild,56,Current
Hoh,1998,76,Hatchery,10,Current
Hoh,1998,76,Wild,56,Current
Hoh,1998,83,Hatchery,12,Current
Hoh,1998,83,Wild,80,Current
Hoh,1998,90,Hatchery,8,Current
Hoh,1998,90,Wild,65,Current
Hoh,1999,-23,Hatchery,48,Current
Hoh,1999,-23,Wild,1,Current
Hoh,1999,-16,Hatchery,71,Current
Hoh,1999,-16,Wild,4,Current
Hoh,1999,-9,Hatchery,303,Current
Hoh,1999,-9,Wild,38,Current
Hoh,1999,-2,Hatchery,236,Current
Hoh,1999,-2,Wild,72,Current
Hoh,1999,5,Hatchery,99,Current
Hoh,1999,5,Wild,45,Current
Hoh,1999,12,Hatchery,139,Current
Hoh,1999,12,Wild,37,Current
Hoh,1999,19,Hatchery,119,Current
Hoh,1999,19,Wild,69,Current
Hoh,1999,26,Hatchery,71,Current
Hoh,1999,26,Wild,65,Current
Hoh,1999,33,Hatchery,60,Current
Hoh,1999,33,Wild,38,Current
Hoh,1999,40,Hatchery,34,Current
Hoh,1999,40,Wild,59,Current
Hoh,1999,47,Hatchery,5,Current
Hoh,1999,47,Wild,12,Current
Hoh,1999,54,Hatchery,23,Current
Hoh,1999,54,Wild,82,Current
Hoh,1999,61,Hatchery,11,Current
Hoh,1999,61,Wild,35,Current
Hoh,1999,68,Hatchery,3,Current
Hoh,1999,68,Wild,21,Current
Hoh,1999,75,Hatchery,4,Current
Hoh,1999,75,Wild,65,Current
Hoh,1999,82,Hatchery,0,Current
Hoh,1999,82,Wild,60,Current
Hoh,1999,89,Hatchery,1,Current
Hoh,1999,89,Wild,21,Current
Hoh,2000,-31,Hatchery,247.5482916,Current
Hoh,2000,-31,Wild,17.45170843,Current
Hoh,2000,-24,Hatchery,249.6539965,Current
Hoh,2000,-24,Wild,35.3460035,Current
Hoh,2000,-17,Hatchery,261.7780728,Current
Hoh,2000,-17,Wild,53.2219272,Current
Hoh,2000,-10,Hatchery,381.2684368,Current
Hoh,2000,-10,Wild,108.7315632,Current
Hoh,2000,-3,Hatchery,132.5449707,Current
Hoh,2000,-3,Wild,25.45502929,Current
Hoh,2000,4,Hatchery,205.5617006,Current
Hoh,2000,4,Wild,71.43829944,Current
Hoh,2000,11,Hatchery,196.7783672,Current
Hoh,2000,11,Wild,118.2216328,Current
Hoh,2000,18,Hatchery,138.0153171,Current
Hoh,2000,18,Wild,133.9846829,Current
Hoh,2000,25,Hatchery,127.9448155,Current
Hoh,2000,25,Wild,171.0551845,Current
Hoh,2000,32,Hatchery,52.48042474,Current
Hoh,2000,32,Wild,133.5195753,Current
Hoh,2000,39,Hatchery,19.18498084,Current
Hoh,2000,39,Wild,111.8150192,Current
Hoh,2000,46,Hatchery,10.09153176,Current
Hoh,2000,46,Wild,141.9084682,Current
Hoh,2000,53,Hatchery,7.772413793,Current
Hoh,2000,53,Wild,146.2275862,Current
Hoh,2000,60,Hatchery,4.574430122,Current
Hoh,2000,60,Wild,49.42556988,Current
Hoh,2000,67,Hatchery,0,Current
Hoh,2000,67,Wild,78,Current
Hoh,2000,74,Hatchery,1.206185567,Current
Hoh,2000,74,Wild,115.7938144,Current
Hoh,2000,81,Hatchery,1.101886792,Current
Hoh,2000,81,Wild,290.8981132,Current
Hoh,2000,88,Hatchery,1.073529412,Current
Hoh,2000,88,Wild,144.9264706,Current
Hoh,2001,-26,Hatchery,277.0832423,Current
Hoh,2001,-26,Wild,30.91675767,Current
Hoh,2001,-19,Hatchery,177.9717388,Current
Hoh,2001,-19,Wild,29.02826118,Current
Hoh,2001,-12,Hatchery,235.6723426,Current
Hoh,2001,-12,Wild,34.32765742,Current
Hoh,2001,-5,Hatchery,185.5295415,Current
Hoh,2001,-5,Wild,37.47045849,Current
Hoh,2001,2,Hatchery,167.418958,Current
Hoh,2001,2,Wild,19.58104197,Current
Hoh,2001,9,Hatchery,93.22329099,Current
Hoh,2001,9,Wild,14.77670901,Current
Hoh,2001,16,Hatchery,249.2352829,Current
Hoh,2001,16,Wild,118.7647171,Current
Hoh,2001,23,Hatchery,170.4952848,Current
Hoh,2001,23,Wild,100.5047152,Current
Hoh,2001,30,Hatchery,110.9409063,Current
Hoh,2001,30,Wild,111.0590937,Current
Hoh,2001,37,Hatchery,137.2772049,Current
Hoh,2001,37,Wild,131.7227951,Current
Hoh,2001,44,Hatchery,46.63955343,Current
Hoh,2001,44,Wild,64.36044657,Current
Hoh,2001,51,Hatchery,53.86587771,Current
Hoh,2001,51,Wild,136.1341223,Current
Hoh,2001,58,Hatchery,30.05878332,Current
Hoh,2001,58,Wild,153.9412167,Current
Hoh,2001,65,Hatchery,9.324137931,Current
Hoh,2001,65,Wild,159.6758621,Current
Hoh,2001,72,Hatchery,7.086419753,Current
Hoh,2001,72,Wild,74.91358025,Current
Hoh,2001,79,Hatchery,2,Current
Hoh,2001,79,Wild,113,Current
Hoh,2001,86,Hatchery,0,Current
Hoh,2001,86,Wild,67,Current
Hoh,2001,93,Hatchery,5.621118012,Current
Hoh,2001,93,Wild,175.378882,Current
Hoh,2002,-27,Hatchery,73.32941176,Current
Hoh,2002,-27,Wild,18.67058824,Current
Hoh,2002,-20,Hatchery,102.1227621,Current
Hoh,2002,-20,Wild,18.87723785,Current
Hoh,2002,-13,Hatchery,182.3858466,Current
Hoh,2002,-13,Wild,33.61415344,Current
Hoh,2002,-6,Hatchery,42.23529412,Current
Hoh,2002,-6,Wild,5.764705882,Current
Hoh,2002,1,Hatchery,79.78284024,Current
Hoh,2002,1,Wild,29.21715976,Current
Hoh,2002,8,Hatchery,77,Current
Hoh,2002,8,Wild,42,Current
Hoh,2002,15,Hatchery,92.74142157,Current
Hoh,2002,15,Wild,40.25857843,Current
Hoh,2002,22,Hatchery,122.9528765,Current
Hoh,2002,22,Wild,111.0471235,Current
Hoh,2002,29,Hatchery,61.98490137,Current
Hoh,2002,29,Wild,153.0150986,Current
Hoh,2002,36,Hatchery,9.166666667,Current
Hoh,2002,36,Wild,100.8333333,Current
Hoh,2002,43,Hatchery,13.05,Current
Hoh,2002,43,Wild,73.95,Current
Hoh,2002,50,Hatchery,5.112359551,Current
Hoh,2002,50,Wild,85.88764045,Current
Hoh,2002,57,Hatchery,-0.231884058,Current
Hoh,2002,57,Wild,77.23188406,Current
Hoh,2002,64,Hatchery,0,Current
Hoh,2002,64,Wild,54,Current
Hoh,2002,71,Hatchery,0.224137931,Current
Hoh,2002,71,Wild,139.7758621,Current
Hoh,2002,78,Hatchery,9,Current
Hoh,2002,78,Wild,102,Current
Hoh,2002,85,Hatchery,13,Current
Hoh,2002,85,Wild,144,Current
Hoh,2002,92,Hatchery,5.330578512,Current
Hoh,2002,92,Wild,123.6694215,Current
Hoh,2003,-28,Hatchery,36.44444444,Current
Hoh,2003,-28,Wild,4.555555556,Current
Hoh,2003,-21,Hatchery,30.01553166,Current
Hoh,2003,-21,Wild,6.984468339,Current
Hoh,2003,-14,Hatchery,71.79179179,Current
Hoh,2003,-14,Wild,8.208208208,Current
Hoh,2003,-7,Hatchery,125.3282943,Current
Hoh,2003,-7,Wild,22.67170572,Current
Hoh,2003,0,Hatchery,79.21251348,Current
Hoh,2003,0,Wild,25.78748652,Current
Hoh,2003,7,Hatchery,120.8673835,Current
Hoh,2003,7,Wild,57.13261649,Current
Hoh,2003,14,Hatchery,66.11111111,Current
Hoh,2003,14,Wild,35.88888889,Current
Hoh,2003,21,Hatchery,69.34303959,Current
Hoh,2003,21,Wild,79.65696041,Current
Hoh,2003,28,Hatchery,99.39319667,Current
Hoh,2003,28,Wild,63.60680333,Current
Hoh,2003,35,Hatchery,56.88463292,Current
Hoh,2003,35,Wild,99.11536708,Current
Hoh,2003,42,Hatchery,16.55748444,Current
Hoh,2003,42,Wild,58.44251556,Current
Hoh,2003,49,Hatchery,21.05617246,Current
Hoh,2003,49,Wild,78.94382754,Current
Hoh,2003,56,Hatchery,14.12647221,Current
Hoh,2003,56,Wild,93.87352779,Current
Hoh,2003,63,Hatchery,3.146341463,Current
Hoh,2003,63,Wild,82.85365854,Current
Hoh,2003,70,Hatchery,6.951219512,Current
Hoh,2003,70,Wild,122.0487805,Current
Hoh,2003,77,Hatchery,2.607010448,Current
Hoh,2003,77,Wild,82.39298955,Current
Hoh,2003,84,Hatchery,1.172093023,Current
Hoh,2003,84,Wild,126.827907,Current
Hoh,2004,-22,Hatchery,127.7586207,Current
Hoh,2004,-22,Wild,2.24137931,Current
Hoh,2004,-15,Hatchery,65.4109589,Current
Hoh,2004,-15,Wild,9.589041096,Current
Hoh,2004,-8,Hatchery,99.2,Current
Hoh,2004,-8,Wild,24.8,Current
Hoh,2004,-1,Hatchery,198.4070796,Current
Hoh,2004,-1,Wild,29.59292035,Current
Hoh,2004,6,Hatchery,47.54010695,Current
Hoh,2004,6,Wild,22.45989305,Current
Hoh,2004,13,Hatchery,25.90909091,Current
Hoh,2004,13,Wild,19.09090909,Current
Hoh,2004,20,Hatchery,0,Current
Hoh,2004,20,Wild,0,Current
Hoh,2004,27,Hatchery,31.13159242,Current
Hoh,2004,27,Wild,96.86840758,Current
Hoh,2004,34,Hatchery,25.92727273,Current
Hoh,2004,34,Wild,36.07272727,Current
Hoh,2004,41,Hatchery,14.94285714,Current
Hoh,2004,41,Wild,68.05714286,Current
Hoh,2004,48,Hatchery,11.77373737,Current
Hoh,2004,48,Wild,112.2262626,Current
Hoh,2004,55,Hatchery,5,Current
Hoh,2004,55,Wild,75,Current
Hoh,2004,62,Hatchery,5.455143191,Current
Hoh,2004,62,Wild,125.5448568,Current
Hoh,2004,69,Hatchery,0,Current
Hoh,2004,69,Wild,51,Current
Hoh,2004,76,Hatchery,-0.105263158,Current
Hoh,2004,76,Wild,42.10526316,Current
Hoh,2004,83,Hatchery,2.4,Current
Hoh,2004,83,Wild,83.6,Current
Hoh,2004,90,Hatchery,0,Current
Hoh,2004,90,Wild,26,Current
Hoh,2005,-31,Hatchery,157,Current
Hoh,2005,-31,Wild,6,Current
Hoh,2005,-24,Hatchery,211.1543367,Current
Hoh,2005,-24,Wild,14.84566327,Current
Hoh,2005,-17,Hatchery,191,Current
Hoh,2005,-17,Wild,13,Current
Hoh,2005,-10,Hatchery,187.6161172,Current
Hoh,2005,-10,Wild,24.38388278,Current
Hoh,2005,-3,Hatchery,40.13513514,Current
Hoh,2005,-3,Wild,4.864864865,Current
Hoh,2005,11,Hatchery,0,Current
Hoh,2005,11,Wild,0,Current
Hoh,2005,18,Hatchery,11.15151515,Current
Hoh,2005,18,Wild,11.84848485,Current
Hoh,2005,32,Hatchery,0,Current
Hoh,2005,32,Wild,0,Current
Hoh,2005,39,Hatchery,13.35616438,Current
Hoh,2005,39,Wild,61.64383562,Current
Hoh,2005,46,Hatchery,12,Current
Hoh,2005,46,Wild,38,Current
Hoh,2005,53,Hatchery,5.078125,Current
Hoh,2005,53,Wild,59.921875,Current
Hoh,2006,-32,Hatchery,107,Current
Hoh,2006,-32,Wild,1,Current
Hoh,2006,-25,Hatchery,8,Current
Hoh,2006,-25,Wild,2,Current
Hoh,2006,-18,Hatchery,106,Current
Hoh,2006,-18,Wild,2,Current
Hoh,2006,-11,Hatchery,43.76449275,Current
Hoh,2006,-11,Wild,3.235507246,Current
Hoh,2006,-4,Hatchery,143.5329341,Current
Hoh,2006,-4,Wild,26.46706587,Current
Hoh,2006,3,Hatchery,182.255102,Current
Hoh,2006,3,Wild,29.74489796,Current
Hoh,2006,10,Hatchery,103.5572519,Current
Hoh,2006,10,Wild,29.44274809,Current
Hoh,2006,17,Hatchery,106.3123045,Current
Hoh,2006,17,Wild,60.68769552,Current
Hoh,2006,24,Hatchery,39.14285714,Current
Hoh,2006,24,Wild,49.85714286,Current
Hoh,2006,31,Hatchery,30.33333333,Current
Hoh,2006,31,Wild,50.66666667,Current
Hoh,2006,38,Hatchery,27.66666667,Current
Hoh,2006,38,Wild,88.33333333,Current
Hoh,2006,45,Hatchery,14.94586895,Current
Hoh,2006,45,Wild,40.05413105,Current
Hoh,2006,52,Hatchery,7.21875,Current
Hoh,2006,52,Wild,25.78125,Current
Hoh,2006,59,Hatchery,5,Current
Hoh,2006,59,Wild,38,Current
Hoh,2006,66,Hatchery,4.12,Current
Hoh,2006,66,Wild,106,Current
Hoh,2006,73,Hatchery,0,Current
Hoh,2006,73,Wild,67.98529412,Current
Hoh,2006,80,Hatchery,0.014705882,Current
Hoh,2006,80,Wild,31.60869565,Current
Hoh,2006,87,Hatchery,0,Current
Hoh,2006,87,Wild,46.58823529,Current
Hoh,2007,-33,Hatchery,289,Current
Hoh,2007,-33,Wild,19,Current
Hoh,2007,-26,Hatchery,62,Current
Hoh,2007,-26,Wild,12,Current
Hoh,2007,-19,Hatchery,410,Current
Hoh,2007,-19,Wild,31,Current
Hoh,2007,-12,Hatchery,85,Current
Hoh,2007,-12,Wild,23,Current
Hoh,2007,-5,Hatchery,96,Current
Hoh,2007,-5,Wild,37,Current
Hoh,2007,2,Hatchery,80,Current
Hoh,2007,2,Wild,36,Current
Hoh,2007,9,Hatchery,79,Current
Hoh,2007,9,Wild,38,Current
Hoh,2007,16,Hatchery,22,Current
Hoh,2007,16,Wild,35,Current
Hoh,2007,23,Hatchery,12,Current
Hoh,2007,23,Wild,31,Current
Hoh,2007,30,Hatchery,19,Current
Hoh,2007,30,Wild,51,Current
Hoh,2007,37,Hatchery,16,Current
Hoh,2007,37,Wild,46,Current
Hoh,2007,44,Hatchery,20,Current
Hoh,2007,44,Wild,73,Current
Hoh,2007,51,Hatchery,10,Current
Hoh,2007,51,Wild,75,Current
Hoh,2007,58,Hatchery,4,Current
Hoh,2007,58,Wild,57,Current
Hoh,2007,65,Hatchery,1,Current
Hoh,2007,65,Wild,50,Current
Hoh,2007,72,Hatchery,1,Current
Hoh,2007,72,Wild,51,Current
Hoh,2007,79,Hatchery,3,Current
Hoh,2007,79,Wild,54,Current
Hoh,2007,86,Hatchery,3,Current
Hoh,2007,86,Wild,68,Current
Hoh,2007,93,Hatchery,3,Current
Hoh,2007,93,Wild,110,Current
Hoh,2008,-34,Hatchery,49.73913043,Current
Hoh,2008,-34,Wild,2.260869565,Current
Hoh,2008,-27,Hatchery,171.9349593,Current
Hoh,2008,-27,Wild,15.06504065,Current
Hoh,2008,-20,Hatchery,116.8489796,Current
Hoh,2008,-20,Wild,19.15102041,Current
Hoh,2008,-13,Hatchery,99.84110169,Current
Hoh,2008,-13,Wild,30.15889831,Current
Hoh,2008,-6,Hatchery,128,Current
Hoh,2008,-6,Wild,32,Current
Hoh,2008,1,Hatchery,122.2419355,Current
Hoh,2008,1,Wild,20.75806452,Current
Hoh,2008,8,Hatchery,42.54901961,Current
Hoh,2008,8,Wild,19.45098039,Current
Hoh,2008,15,Hatchery,28.76086957,Current
Hoh,2008,15,Wild,34.23913043,Current
Hoh,2008,22,Hatchery,20,Current
Hoh,2008,22,Wild,26,Current
Hoh,2008,29,Hatchery,14.60869565,Current
Hoh,2008,29,Wild,9.391304348,Current
Hoh,2008,36,Hatchery,36.83333333,Current
Hoh,2008,36,Wild,48.16666667,Current
Hoh,2008,43,Hatchery,8.75,Current
Hoh,2008,43,Wild,11.25,Current
Hoh,2008,50,Hatchery,9,Current
Hoh,2008,50,Wild,24,Current
Hoh,2008,57,Hatchery,21.45,Current
Hoh,2008,57,Wild,55.55,Current
Hoh,2008,64,Hatchery,7,Current
Hoh,2008,64,Wild,81,Current
Hoh,2008,71,Hatchery,0,Current
Hoh,2008,71,Wild,35,Current
Hoh,2008,78,Hatchery,0,Current
Hoh,2008,78,Wild,27,Current
Hoh,2008,85,Hatchery,0,Current
Hoh,2008,85,Wild,36,Current
Hoh,2008,92,Hatchery,0,Current
Hoh,2008,92,Wild,80,Current
Hoh,2008,113,Hatchery,0,Current
Hoh,2008,113,Wild,20,Current
Hoh,2008,120,Hatchery,0,Current
Hoh,2008,120,Wild,9,Current
Hoh,2009,-36,Hatchery,19,Current
Hoh,2009,-36,Wild,1,Current
Hoh,2009,-29,Hatchery,21,Current
Hoh,2009,-29,Wild,0,Current
Hoh,2009,-22,Hatchery,166,Current
Hoh,2009,-22,Wild,9,Current
Hoh,2009,-15,Hatchery,226.9859155,Current
Hoh,2009,-15,Wild,10.01408451,Current
Hoh,2009,-8,Hatchery,129,Current
Hoh,2009,-8,Wild,8,Current
Hoh,2009,-1,Hatchery,220,Current
Hoh,2009,-1,Wild,20,Current
Hoh,2009,6,Hatchery,152,Current
Hoh,2009,6,Wild,22,Current
Hoh,2009,20,Hatchery,79.5,Current
Hoh,2009,20,Wild,51.5,Current
Hoh,2009,27,Hatchery,104.5321564,Current
Hoh,2009,27,Wild,19.46784363,Current
Hoh,2009,34,Hatchery,53.84615385,Current
Hoh,2009,34,Wild,53.15384615,Current
Hoh,2009,41,Hatchery,40,Current
Hoh,2009,41,Wild,38,Current
Hoh,2009,48,Hatchery,23.2804878,Current
Hoh,2009,48,Wild,59.7195122,Current
Hoh,2009,55,Hatchery,15.09090909,Current
Hoh,2009,55,Wild,40.90909091,Current
Hoh,2009,62,Hatchery,7.142857143,Current
Hoh,2009,62,Wild,42.85714286,Current
Hoh,2009,69,Hatchery,2.5,Current
Hoh,2009,69,Wild,37.5,Current
Hoh,2009,76,Hatchery,0,Current
Hoh,2009,76,Wild,28,Current
Hoh,2009,83,Hatchery,0,Current
Hoh,2009,83,Wild,20,Current
Hoh,2009,90,Hatchery,2,Current
Hoh,2009,90,Wild,71,Current
Hoh,2010,-37,Hatchery,81,Current
Hoh,2010,-37,Wild,3,Current
Hoh,2010,-30,Hatchery,63.33333333,Current
Hoh,2010,-30,Wild,3.666666667,Current
Hoh,2010,-23,Hatchery,125,Current
Hoh,2010,-23,Wild,5,Current
Hoh,2010,-16,Hatchery,45.13207547,Current
Hoh,2010,-16,Wild,16.86792453,Current
Hoh,2010,-9,Hatchery,87.85416667,Current
Hoh,2010,-9,Wild,10.14583333,Current
Hoh,2010,-2,Hatchery,41.751443,Current
Hoh,2010,-2,Wild,43.248557,Current
Hoh,2010,5,Hatchery,33.29065041,Current
Hoh,2010,5,Wild,35.70934959,Current
Hoh,2010,12,Hatchery,38.02469136,Current
Hoh,2010,12,Wild,71.97530864,Current
Hoh,2010,19,Hatchery,20.25534188,Current
Hoh,2010,19,Wild,25.74465812,Current
Hoh,2010,26,Hatchery,22.00686642,Current
Hoh,2010,26,Wild,97.99313358,Current
Hoh,2010,33,Hatchery,6,Current
Hoh,2010,33,Wild,54,Current
Hoh,2010,40,Hatchery,8.897222222,Current
Hoh,2010,40,Wild,40.10277778,Current
Hoh,2010,47,Hatchery,0,Current
Hoh,2010,47,Wild,56,Current
Hoh,2010,54,Hatchery,1,Current
Hoh,2010,54,Wild,38,Current
Hoh,2010,61,Hatchery,0.282608696,Current
Hoh,2010,61,Wild,58.7173913,Current
Hoh,2010,68,Hatchery,1,Current
Hoh,2010,68,Wild,38,Current
Hoh,2010,75,Hatchery,0,Current
Hoh,2010,75,Wild,39,Current
Hoh,2010,82,Hatchery,0,Current
Hoh,2010,82,Wild,63,Current
Hoh,2010,89,Hatchery,0,Current
Hoh,2010,89,Wild,69,Current
Hoh,2010,103,Hatchery,1,Current
Hoh,2010,103,Wild,4,Current
Hoh,2011,-45,Hatchery,0,Current
Hoh,2011,-45,Wild,0,Current
Hoh,2011,-38,Hatchery,164.9230769,Current
Hoh,2011,-38,Wild,5.076923077,Current
Hoh,2011,-31,Hatchery,351.6324786,Current
Hoh,2011,-31,Wild,42.36752137,Current
Hoh,2011,-24,Hatchery,491.0208682,Current
Hoh,2011,-24,Wild,13.97913176,Current
Hoh,2011,-17,Hatchery,176,Current
Hoh,2011,-17,Wild,48,Current
Hoh,2011,-10,Hatchery,231,Current
Hoh,2011,-10,Wild,54,Current
Hoh,2011,-3,Hatchery,231,Current
Hoh,2011,-3,Wild,54,Current
Hoh,2011,4,Hatchery,196.4614296,Current
Hoh,2011,4,Wild,59.53857042,Current
Hoh,2011,11,Hatchery,120.0575269,Current
Hoh,2011,11,Wild,40.94247312,Current
Hoh,2011,18,Hatchery,126.8857749,Current
Hoh,2011,18,Wild,34.11422505,Current
Hoh,2011,25,Hatchery,35.31578947,Current
Hoh,2011,25,Wild,86.68421053,Current
Hoh,2011,32,Hatchery,34.81445313,Current
Hoh,2011,32,Wild,109.1855469,Current
Hoh,2011,39,Hatchery,27.25196657,Current
Hoh,2011,39,Wild,91.74803343,Current
Hoh,2011,46,Hatchery,15.73846154,Current
Hoh,2011,46,Wild,77.26153846,Current
Hoh,2011,53,Hatchery,4.254807692,Current
Hoh,2011,53,Wild,104.7451923,Current
Hoh,2011,60,Hatchery,5.194444444,Current
Hoh,2011,60,Wild,82.80555556,Current
Hoh,2011,67,Hatchery,1.155172414,Current
Hoh,2011,67,Wild,65.84482759,Current
Hoh,2011,74,Hatchery,1.615384615,Current
Hoh,2011,74,Wild,19.38461538,Current
Hoh,2011,81,Hatchery,1.58974359,Current
Hoh,2011,81,Wild,122.4102564,Current
Hoh,2011,116,Hatchery,0.291666667,Current
Hoh,2011,116,Wild,76.70833333,Current
Hoh,2012,-25,Hatchery,11.42857143,Current
Hoh,2012,-25,Wild,8.571428571,Current
Hoh,2012,-18,Hatchery,166.6068376,Current
Hoh,2012,-18,Wild,26.39316239,Current
Hoh,2012,-11,Hatchery,46.64,Current
Hoh,2012,-11,Wild,6.36,Current
Hoh,2012,-4,Hatchery,73.04,Current
Hoh,2012,-4,Wild,9.96,Current
Hoh,2012,3,Hatchery,89.18181818,Current
Hoh,2012,3,Wild,7.818181818,Current
Hoh,2012,10,Hatchery,86.58928571,Current
